date,region_code,visitor_estimate_q50,demand_scenario,data_basis,parking_capacity_basis,permanent_capacity_available,temporary_capacity_available,peak_spaces_required,permanent_spaces_open,temporary_spaces_open,unserved_spaces,capacity_status,parking_transfer_vehicle_demand,parking_transfer_visitor_demand,parking_management_action,maximum_headway_minutes,operational_anchor_id,headway_evidence_scope,headway_parameter_role,recommended_shuttle_vehicles,entry_early_shift,entry_middle_shift,entry_late_shift,entry_staff_shifts,parking_early_shift,parking_middle_shift,parking_late_shift,parking_staff_shifts,driver_early_shift,driver_middle_shift,driver_late_shift,driver_staff_shifts,recommended_total_staff_shifts,output_status,forecast_quantile,parameter_basis,parameter_note,average_party_size,transfer_share,season,temporary_plan_trigger,recommended_action
2026-07-11,BDH,37698.01699749157,conservative,derived_planning_value,historical_reference_scenario,10000,0,1491,1491,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,23,1,23,47,8,1,8,17,3,1,3,7,71,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-12,BDH,37934.46102996013,conservative,derived_planning_value,historical_reference_scenario,10000,0,1501,1501,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,23,1,23,47,8,1,8,17,3,1,3,7,71,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-13,BDH,28411.31164286915,conservative,derived_planning_value,historical_reference_scenario,10000,0,1124,1124,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,5,17,1,17,35,6,1,6,13,2,1,2,5,53,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-14,BDH,28538.964479400605,conservative,derived_planning_value,historical_reference_scenario,10000,0,1129,1129,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,5,17,1,17,35,6,1,6,13,2,1,2,5,53,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-15,BDH,29289.141282932884,conservative,derived_planning_value,historical_reference_scenario,10000,0,1159,1159,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,5,18,0,18,36,6,1,6,13,2,1,2,5,54,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-16,BDH,28914.888795524646,conservative,derived_planning_value,historical_reference_scenario,10000,0,1144,1144,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,5,18,0,18,36,6,1,6,13,2,1,2,5,54,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-17,BDH,30139.413447396197,conservative,derived_planning_value,historical_reference_scenario,10000,0,1193,1193,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,5,18,1,18,37,7,0,7,14,2,1,2,5,56,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-18,BDH,44986.27546830472,conservative,derived_planning_value,historical_reference_scenario,10000,0,1780,1780,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,8,27,1,27,55,10,0,10,20,4,0,4,8,83,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-19,BDH,46929.241283971394,conservative,derived_planning_value,historical_reference_scenario,10000,0,1857,1857,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,8,29,0,29,58,10,1,10,21,4,0,4,8,87,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-20,BDH,36369.68357371541,conservative,derived_planning_value,historical_reference_scenario,10000,0,1439,1439,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,22,1,22,45,8,0,8,16,3,0,3,6,67,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-21,BDH,34181.87062297592,conservative,derived_planning_value,historical_reference_scenario,10000,0,1352,1352,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,21,0,21,42,8,0,8,16,3,0,3,6,64,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-22,BDH,35637.83066703998,conservative,derived_planning_value,historical_reference_scenario,10000,0,1410,1410,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,22,0,22,44,8,0,8,16,3,0,3,6,66,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-23,BDH,34560.555454050686,conservative,derived_planning_value,historical_reference_scenario,10000,0,1367,1367,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,21,1,21,43,8,0,8,16,3,0,3,6,65,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-24,BDH,37737.17305668344,conservative,derived_planning_value,historical_reference_scenario,10000,0,1493,1493,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,23,1,23,47,8,1,8,17,3,1,3,7,71,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-25,BDH,51990.761357020994,conservative,derived_planning_value,historical_reference_scenario,10000,0,2057,2057,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,9,32,0,32,64,11,1,11,23,4,1,4,9,96,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-26,BDH,49641.5650654712,conservative,derived_planning_value,historical_reference_scenario,10000,0,1964,1964,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,9,30,1,30,61,11,0,11,22,4,1,4,9,92,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-07-27,BDH,36101.72204859549,conservative,derived_planning_value,historical_reference_scenario,10000,0,1428,1428,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,22,1,22,45,8,0,8,16,3,0,3,6,67,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-28,BDH,36635.9408637667,conservative,derived_planning_value,historical_reference_scenario,10000,0,1449,1449,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,22,1,22,45,8,1,8,17,3,0,3,6,68,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-29,BDH,32309.01482864672,conservative,derived_planning_value,historical_reference_scenario,10000,0,1278,1278,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,20,0,20,40,7,1,7,15,3,0,3,6,61,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-30,BDH,35090.66279392697,conservative,derived_planning_value,historical_reference_scenario,10000,0,1388,1388,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,21,1,21,43,8,0,8,16,3,0,3,6,65,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-07-31,BDH,33041.38889051061,conservative,derived_planning_value,historical_reference_scenario,10000,0,1307,1307,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,20,1,20,41,7,1,7,15,3,0,3,6,62,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-08-01,BDH,47680.43168346673,conservative,derived_planning_value,historical_reference_scenario,10000,0,1886,1886,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,8,29,1,29,59,10,1,10,21,4,0,4,8,88,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-02,BDH,48000.15659797044,conservative,derived_planning_value,historical_reference_scenario,10000,0,1899,1899,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,8,29,1,29,59,11,0,11,22,4,0,4,8,89,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-03,BDH,34737.88736406191,conservative,derived_planning_value,historical_reference_scenario,10000,0,1374,1374,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,21,1,21,43,8,0,8,16,3,0,3,6,65,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-08-04,BDH,41434.44671941426,conservative,derived_planning_value,historical_reference_scenario,10000,0,1639,1639,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,25,1,25,51,9,1,9,19,3,1,3,7,77,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-05,BDH,41032.70038920593,conservative,derived_planning_value,historical_reference_scenario,10000,0,1623,1623,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,25,1,25,51,9,1,9,19,3,1,3,7,77,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-06,BDH,41050.89968211834,conservative,derived_planning_value,historical_reference_scenario,10000,0,1624,1624,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,25,1,25,51,9,1,9,19,3,1,3,7,77,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-07,BDH,35873.3607930426,conservative,derived_planning_value,historical_reference_scenario,10000,0,1419,1419,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,6,22,0,22,44,8,0,8,16,3,0,3,6,66,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,False,maintain_seasonal_baseline
2026-08-08,BDH,50277.32582599566,conservative,derived_planning_value,historical_reference_scenario,10000,0,1989,1989,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,9,31,0,31,62,11,1,11,23,4,1,4,9,94,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-09,BDH,50426.48722692327,conservative,derived_planning_value,historical_reference_scenario,10000,0,1995,1995,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,9,31,0,31,62,11,1,11,23,4,1,4,9,94,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
2026-08-10,BDH,41460.38670327896,conservative,derived_planning_value,historical_reference_scenario,10000,0,1640,1640,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,15,PS-A01,"2024 summer tourism bus day schedule: 15-minute headway; used as a service-level planning benchmark, not a fleet ledger.",service_level_planning_constraint__not_actual_fleet_or_trip_ledger,7,25,1,25,51,9,1,9,19,3,1,3,7,77,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q10,scenario_parameter,"2017 public parking network exceeded 13,000 spaces; 10,000 is a conservative planning availability scenario, not a current inventory.",3.2,0.05,peak_summer,True,add_peak_shift_staff__dispatch_planned_shuttle_fleet__issue_parking_guidance
